"~id","~labels","name","founded_in","type","year","gender","origin"
"481","Exhibition","Apertura",,"colectiva",2019,,
"482","Exhibition","Aper en Silverio",,"individual",2017,,
"483","Exhibition","Aproximaciones a la realidad",,"individual",2019,,
"484","Exhibition","Aorillas de la catástrofe",,"individual",2015,,
"485","Exhibition","Anagramas matemáticos",,"individual",2018,,
"486","Exhibition","Anatomía del origen",,"colectiva",2015,,
"487","Exhibition","Alquimia y universo",,"individual",2012,,
"488","Exhibition","All in all",,"individual",2016,,
"489","Exhibition","Al revés",,"individual",2015,,
"490","Exhibition","Álter",,"individual",2016,,
"491","Exhibition","Ahora",,"individual",2016,,
"492","Exhibition","Agujeros de gusano",,"individual",2018,,
"493","Exhibition","ADN Tierra ignota",,"colectiva",2020,,
"494","Exhibition","Acrodes y fragancias",,"individual",2012,,
"495","Exhibition","Abuelita llena de vida",,"individual",2018,,
"496","Exhibition","Duovema",,"colectiva",2020,,
"497","Exhibition","Espacio Cromático",,"individual",2021,,
"498","Exhibition","Figuras de la mente",,"individual",2020,,
"499","Exhibition","Melancolía",,"individual",2020,,
"500","Exhibition","Mujer Paisaje",,"individual",2018,,
"501","Exhibition","Munae",,"individual",2018,,
"502","Exhibition","Nada",,"colectiva",2021,,
"503","Exhibition","No desierto",,"individual",2018,,
"504","Exhibition","Pequeñas reflexiones ilustradas",,"individual",2018,,
"505","Exhibition","Surente",,"individual",2021,,
"506","Exhibition","Synesthesia",,"colectiva",2021,,
"508","Artist","Abel Cervantes",,,,"Hombre","México"
"509","Artist","Abel Zavala",,,,"Hombre","México"
"510","Artist","Abelardo Ávila",,,,"Hombre","México"
"511","Artist","Abraham Cruz Villegas",,,,"Hombre","México"
"512","Artist","Abraham Jiménez",,,,"Hombre","missing data"
"513","Artist","Abraham Soriano",,,,"Hombre","México"
"514","Artist","Abraham Torres",,,,"Hombre","México"
"515","Artist","Abril Pegueros",,,,"Mujer","México"
"516","Artist","Ada Neumaier",,,,"Mujer","México"
"517","Artist","Adalberto Gómez",,,,"Hombre","México"
"518","Artist","Adam Chamandy",,,,"Hombre","Canadá"
"519","Artist","Adrian Van Der Meer",,,,"Hombre","missing data"
"520","Artist","Adriana Avedillo",,,,"Mujer","México"
"521","Artist","Adriana Lara",,,,"Mujer","México"
"522","Artist","Adriana Mejía",,,,"Mujer","missing data"
"523","Artist","AdrianRO",,,,"Hombre","México"
"524","Artist","Africa Col",,,,"Mujer","missing data"
"525","Artist","Agustín Rivera",,,,"Hombre","missing data"
"526","Artist","Aideé de León",,,,"Mujer","México"
"527","Artist","Alan Altamirano MK Kabrito",,,,"Hombre","México"
"528","Artist","Alan Pfeiffer",,,,"Hombre","Estados Unidos"
"529","Artist","Alberto Huerta",,,,"Hombre","México"
"530","Artist","Alberto Ledesma",,,,"Hombre","México"
"531","Artist","Alberto Medina",,,,"Hombre","México"
"532","Artist","Alberto Reséndiz Galindo",,,,"Hombre","México"
"533","Artist","Aldo Delgado",,,,"Hombre","México"
"534","Artist","Alec Monopoly",,,,"Hombre","missing data"
"535","Artist","Alegría del Prado",,,,"Mujer","México y España"
"536","Artist","Alejahyt Montoya",,,,"Mujer","México"
"537","Artist","Alejandra Bilbao",,,,"Mujer","México"
"538","Artist","Alejandra Díaz",,,,"Mujer","missing data"
"539","Artist","Alejandra Espinoza",,,,"Mujer","México"
"540","Artist","Alejandra Mier",,,,"Mujer","México"
"541","Artist","Alejandra Olvera",,,,"Mujer","México"
"542","Artist","Alejandro Ballesteros",,,,"Hombre","México"
"543","Artist","Alejandro Flores",,,,"Hombre","missing data"
"544","Artist","Alejandro Guevara",,,,"Hombre","missing data"
"545","Artist","Alejandro Martínez",,,,"Hombre","México"
"546","Artist","Alejandro Medina",,,,"Mujer","México"
"547","Artist","Alejandro Saldívar",,,,"Hombre","México"
"548","Artist","Alejandro Santiago",,,,"Mujer","México"
"549","Artist","Alejandro Uribe",,,,"Hombre","México"
"550","Artist","Alejandro Vazquez",,,,"Hombre","México"
"551","Artist","Alejandro von Waberer",,,,"Hombre","México"
"553","Artist","AlexandreM",,,,"Hombre","México"
"554","Artist","Alexis Escalante",,,,"Hombre","México"
"555","Artist","Alfonso Basaldúa",,,,"Hombre","missing data"
"556","Artist","Alfredo Herrera",,,,"Hombre","México"
"557","Artist","Alfredo Juárez",,,,"Hombre","México"
"558","Artist","Alfredo Revelo",,,,"Hombre","México"
"559","Artist","Alfredo Sánchez",,,,"Hombre","México"
"560","Artist","Aline Ambriz",,,,"Mujer","México"
"561","Artist","Aline Herrera",,,,"Mujer","México"
"562","Artist","Allan Sekula",,,,"Mujer","Estados Unidos"
"563","Artist","Allan Villavicencio",,,,"Hombre","missing data"
"564","Artist","Alma Cecilia López",,,,"Mujer","missing data"
"565","Artist","Alma Montero",,,,"Mujer","México"
"566","Artist","Alma Rosa Pacheco",,,,"Mujer","México"
"567","Artist","Alonso Bravo",,,,"Hombre","México"
"568","Artist","Alonso Zavala",,,,"Hombre","México"
"569","Artist","Amador Montes",,,,"Hombre","México"
"570","Artist","Amanda Mijangos",,,,"Mujer","México"
"571","Artist","Ambar Quintanar",,,,"Mujer","missing data"
"572","Artist","Ameyalli Gómez",,,,"Mujer","missing data"
"573","Artist","Ana Castell",,,,"Mujer","México"
"574","Artist","Ana Juan",,,,"Mujer","missing data"
"575","Artist","Ana Julia Aguado",,,,"Mujer","México"
"576","Artist","Ana Landeros",,,,"Mujer","México"
"577","Artist","Ana Marietta",,,,"Mujer","México"
"578","Artist","Ana Teresa Dávila",,,,"Mujer","México"
"579","Artist","Ana Viola Hallberg",,,,"Mujer","missing data"
"580","Artist","Andonella",,,,"Mujer","México"
"581","Artist","Andrea Arvizu",,,,"Mujer","México"
"582","Artist","Andrea Mondragón",,,,"Mujer","México"
"584","Artist","Andrey Sánchez",,,,"Hombre","México"
"585","Artist","Anette Verenice López Nevárez",,,,"Mujer","México"
"586","Artist","Angat",,,,"Mujer","México"
"587","Artist","Ángel González de la Tijera",,,,"Hombre","México"
"588","Artist","Ángel Lizanilla Beltrán",,,,"Hombre","México"
"589","Artist","Ángel Vega",,,,"Mujer","México"
"590","Artist","Angela Bulloch",,,,"Mujer","Canadá"
"591","Artist","Angélica Escárcegaa",,,,"Mujer","missing data"
"592","Artist","Angélica Iracheta",,,,"Mujer","México"
"593","Artist","Angélica Noriega",,,,"Mujer","México"
"594","Artist","Angella Holguin",,,,"Mujer","missing data"
"595","Artist","Aníbal Catalán",,,,"Hombre","missing data"
"596","Artist","Anna Garski",,,,"Mujer","missing data"
"597","Artist","Annie Heiny",,,,"Mujer","missing data"
"598","Artist","Antonio Castañeda",,,,"Hombre","México"
"599","Artist","Antonio Chaurand",,,,"Hombre","missing data"
"600","Artist","Antonio Loyola",,,,"Hombre","México"
"601","Artist","Antonio O´Conell",,,,"Hombre","México"
"602","Artist","Antonio Sáiz",,,,"Hombre","missing data"
"603","Artist","Anuar Atala",,,,"Hombre","missing data"
"604","Artist","Argel Martínez Peña",,,,"Mujer","México"
"605","Artist","Ari Ruiz Lang",,,,"Mujer","México"
"606","Artist","Armando Fallas Varela",,,,"Hombre","missing data"
"607","Artist","Armando Hernández",,,,"Hombre","missing data"
"608","Artist","Armando Vega Gil",,,,"Hombre","missing data"
"609","Artist","Armando Villavicencio",,,,"Hombre","missing data"
"610","Artist","Arre",,,,"Mujer","missing data"
"611","Artist","Artemio Narro",,,,"Hombre","México"
"612","Artist","Arthur Henry Fork",,,,"Mujer","missing data"
"613","Artist","Arturo Angulo Gallardo",,,,"Hombre","México"
"614","Artist","Arturo Herrera",,,,"Mujer","Venezuela"
"615","Artist","Arturo Joel Padilla Córdova",,,,"Hombre","missing data"
"616","Artist","Arturo Ocampo",,,,"Hombre","missing data"
"617","Artist","Atelier Van Lieshout",,,,"Mujer","missing data"
"618","Artist","Aura Moreno",,,,"Mujer","México"
"619","Artist","Aurora Vizcaíno Ruiz",,,,"Mujer","México"
"620","Artist","AVA Animation & Visual Arts",,,,"Mujer","missing data"
"621","Artist","Axel Hidalgo",,,,"Hombre","México"
"622","Artist","Azucena Germán",,,,"Mujer","México"
"623","Artist","Azucena Ramírez",,,,"Mujer","México"
"624","Artist","Azul Gabriela Salas Ríos",,,,"Mujer","México"
"625","Artist","Base Lunar",,,,"Mujer","México"
"626","Artist","Bectta",,,,"Mujer","México"
"627","Artist","Benito Martínez Creel",,,,"Hombre","missing data"
"628","Artist","Benjamin Orozco",,,,"Hombre","México"
"629","Artist","Benjamín Ortega",,,,"Hombre","México"
"630","Artist","Benuz",,,,"Hombre","México"
"631","Artist","Bernardo Barquet",,,,"Hombre","México"
"632","Artist","Bitasi",,,,"Hombre","México"
"633","Artist","BlastO",,,,"Mujer","missing data"
"634","Artist","Blue",,,,"Hombre","México"
"635","Artist","Bobe",,,,"Hombre","México"
"636","Artist","Bradley Narduzzi",,,,"Hombre","Estados Unidos"
"637","Artist","Braulio Segura",,,,"Hombre","México"
"639","Artist","Bruno Bresani",,,,"Hombre","missing data"
"640","Artist","Brvja XIII",,,,"Hombre","México"
"641","Artist","Cabeza de plátano",,,,"Hombre","México"
"642","Artist","Caín Torres",,,,"Hombre","México"
"643","Artist","Calexico Ramírez",,,,"Hombre","México"
"644","Artist","Calimocho Styles",,,,"Hombre","missing data"
"645","Artist","Calladitos",,,,"Mujer","México"
"646","Artist","Camilo Dynamite",,,,"Hombre","México"
"647","Artist","Candida Höfer",,,,"Mujer","Alemania"
"648","Artist","Carla Zaldivar",,,,"Mujer","México"
"649","Artist","Carlos Amorales",,,,"Hombre","México"
"650","Artist","Carlos Bazán",,,,"Hombre","México"
"651","Artist","Carlos Ciriza",,,,"Hombre","México"
"652","Artist","Carlos Deloarte",,,,"Hombre","México"
"653","Artist","Carlos Génova",,,,"Hombre","México"
"654","Artist","Carlos Herrera",,,,"Hombre","México"
"655","Artist","Carlos Iván Hernández",,,,"Hombre","México"
"656","Artist","Carlos Oviedo",,,,"Hombre","México"
"657","Artist","Carlos Soto",,,,"Hombre","México"
"658","Artist","Carlos Wilk",,,,"Hombre","missing data"
"659","Artist","CarlosM",,,,"Hombre","México"
"660","Artist","Carmen Ávila",,,,"Mujer","México"
"661","Artist","Carmen Chami",,,,"Mujer","missing data"
"662","Artist","Carmen Hdz",,,,"Mujer","México"
"663","Artist","Carolina Bolívar",,,,"Mujer","México"
"664","Artist","Carolina Espinosa",,,,"Mujer","México"
"665","Artist","Carolina Parra",,,,"Mujer","México"
"666","Artist","Carsten Höller",,,,"Hombre","Bélgica"
"667","Artist","Celeste Lomeli",,,,"Mujer","México"
"668","Artist","Ceryth Wyn Evans",,,,"Hombre","missing data"
"669","Artist","César Burgos",,,,"Hombre","missing data"
"670","Artist","César Holm",,,,"Hombre","México"
"671","Artist","Cesar Martínez",,,,"Hombre","México"
"672","Artist","Chahuiztle",,,,"Hombre","México"
"673","Artist","Chirrete Golden",,,,"Hombre","Colombia"
"674","Artist","Christian Espejel",,,,"Hombre","México"
"675","Artist","Christian Jankowski",,,,"Hombre","Alemania"
"676","Artist","Christodoulos Panayiotou",,,,"Hombre","Chipre"
"677","Artist","Christopher Knowles",,,,"Hombre","Estados Unidos"
"678","Artist","Christopher Williams",,,,"Hombre","Estados Unidos"
"679","Artist","Chucho Mendoza",,,,"Hombre","México"
"680","Artist","Chucho Ocampo",,,,"Hombre","México"
"681","Artist","Chucho Reyes",,,,"Hombre","México"
"682","Artist","Cidpintor",,,,"Hombre","México"
"683","Artist","Ciler",,,,"Hombre","México"
"684","Artist","Cinthya de laO",,,,"Mujer","México"
"685","Artist","Ciria Cossain",,,,"Mujer","missing data"
"686","Artist","Citlali Rivera Gómez",,,,"Mujer","México"
"687","Artist","Claire Fontaine",,,,"Mujer","missing data"
"688","Artist","Clarisa Castañeda",,,,"Mujer","missing data"
"689","Artist","Claudia Trejo",,,,"Mujer","México"
"690","Artist","Claudia Zubia",,,,"Mujer","México"
"691","Artist","Clementina Ferrer",,,,"Mujer","México"
"692","Artist","Cristóbal García",,,,"Hombre","missing data"
"693","Artist","Cyre González",,,,"Mujer","México"
"694","Artist","Cyrielle Tremblay",,,,"Mujer","Canadá"
"695","Artist","Damián Ortega",,,,"Hombre","missing data"
"696","Artist","Dan Graham",,,,"Hombre","Estados Unidos"
"697","Artist","Dan Montellano",,,,"Hombre","missing data"
"698","Artist","DanhVo",,,,"Hombre","missing data"
"699","Artist","Daniel Buren",,,,"Hombre","missing data"
"700","Artist","Daniel Hernández",,,,"Hombre","México"
"701","Artist","Daniel Morales",,,,"Hombre","México"
"702","Artist","Daniel Seis",,,,"Hombre","México"
"703","Artist","Daniela de la Torre",,,,"Mujer","México"
"704","Artist","Daniela Edburg",,,,"Mujer","missing data"
"705","Artist","Daniela Franco",,,,"Mujer","México"
"706","Artist","Daniela Ramírez",,,,"Mujer","México"
"707","Artist","Daniela Rossell",,,,"Mujer","México"
"708","Artist","Dano Django",,,,"Hombre","Suecia"
"709","Artist","Darren Almond",,,,"Hombre","Reino Unido"
"710","Artist","David Barba",,,,"Hombre","México"
"711","Artist","David Mach",,,,"Hombre","Escocia"
"712","Artist","David Manzanares",,,,"Hombre","México"
"713","Artist","David Meraz",,,,"Hombre","México"
"714","Artist","David Shrigley",,,,"Hombre","Reino Unido"
"716","Artist","Demencia",,,,"Mujer","México"
"717","Artist","Demián Flores",,,,"Hombre","México"
"718","Artist","Demsky",,,,"Hombre","España"
"719","Artist","Denisse Sinclair",,,,"Mujer","missing data"
"720","Artist","Dexter Sinister",,,,"Hombre","Reino Unido"
"722","Artist","Diana Galvez",,,,"Mujer","México"
"723","Artist","Diana Robles",,,,"Mujer","México"
"724","Artist","Diana Vega",,,,"Mujer","missing data"
"725","Artist","Diego Afro",,,,"Hombre","México"
"726","Artist","Diego Alonso Carbajal",,,,"Hombre","México"
"728","Artist","Diego Liedo",,,,"Hombre","missing data"
"729","Artist","Diego Martínez",,,,"Hombre","México"
"730","Artist","Diego Martínez Peña",,,,"Hombre","México"
"731","Artist","Diego Narvaez",,,,"Hombre","missing data"
"732","Artist","Dionel Delgado",,,,"Hombre","missing data"
"733","Artist","Dominic Simmons",,,,"Hombre","Reino Unido"
"734","Artist","Don Rimx",,,,"Hombre","missing data"
"735","Artist","Dora Liz Sarmiento",,,,"Mujer","México"
"736","Artist","DosAlas",,,,"Hombre","México"
"737","Artist","Dulce Ledesma",,,,"Mujer","México"
"738","Artist","Edgar Bacalao",,,,"Hombre","México"
"739","Artist","Edgar Rojas",,,,"Hombre","México"
"740","Artist","Edgar Uribe",,,,"Hombre","México"
"741","Artist","Edgar Vázquez",,,,"Hombre","México"
"742","Artist","Edith Chavez",,,,"Mujer","México"
"743","Artist","Edqin Sánchez",,,,"Hombre","missing data"
"744","Artist","Eduardo Abaroa",,,,"Hombre","México"
"745","Artist","Eduardo Efrén Solva",,,,"Hombre","México"
"746","Artist","Eduardo Merino",,,,"Hombre","México"
"747","Artist","Eduardo Sánchez",,,,"Hombre","México"
"748","Artist","Eduardo Sarabia",,,,"Hombre","Estados Unidos"
"749","Artist","Eduardo Terrazas",,,,"Hombre","México"
"750","Artist","Edward Swift",,,,"Hombre","missing data"
"751","Artist","Efraín Castro",,,,"Hombre","México"
"752","Artist","Elena Back",,,,"Mujer","missing data"
"753","Artist","Elena Saborio",,,,"Mujer","México"
"754","Artist","Elisa Soto",,,,"Mujer","missing data"
"755","Artist","Elmgreen & Dragset",,,,"Hombre","Dinamarca"
"756","Artist","Emiliano Guerrero",,,,"Hombre","México"
"757","Artist","Emiliano Martínez",,,,"Hombre","México"
"758","Artist","Emilio Lameiras Zavala",,,,"Hombre","México"
"759","Artist","Emilio Longhi",,,,"Hombre","México"
"760","Artist","Emilio Rama",,,,"Hombre","México"
"761","Artist","Emmanuel Röhss",,,,"Hombre","missing data"
"762","Artist","Enrique Echeverría",,,,"Hombre","México"
"763","Artist","Enrique Guillén",,,,"Hombre","México"
"764","Artist","Enrique Hernández",,,,"Hombre","México"
"765","Artist","Enrique Jezik",,,,"Hombre","Argentina"
"766","Artist","Enrique Ortiz",,,,"Hombre","México"
"767","Artist","Eric Laines",,,,"Hombre","México"
"768","Artist","Eric Pérez",,,,"Hombre","missing data"
"769","Artist","Erica Deborn",,,,"Mujer","missing data"
"770","Artist","Erica Harrsch",,,,"Mujer","México"
"771","Artist","Erica Martínez",,,,"Mujer","missing data"
"772","Artist","Erick Huiltcatzin",,,,"Hombre","México"
"773","Artist","Esmeralda Neresis",,,,"Mujer","México"
"774","Artist","Esmeralda Torres",,,,"Mujer","México"
"775","Artist","Esteban Nava",,,,"Hombre","México"
"776","Artist","Ester Echeverría",,,,"Mujer","México"
"777","Artist","Eva Trujillo",,,,"Mujer","México"
"778","Artist","Eva Zettervall",,,,"Mujer","missing data"
"779","Artist","Evangelina Ley Esquer",,,,"Mujer","México"
"780","Artist","Everank Argel",,,,"Hombre","missing data"
"781","Artist","Evoca",,,,"Hombre","Estados Unidos"
"782","Artist","Ezequiel Frías",,,,"Hombre","México"
"783","Artist","Fabián Ugalde",,,,"Hombre","México"
"784","Artist","Fabiola Falcó de la Mora",,,,"Mujer","México"
"785","Artist","Fabiola Glam",,,,"Mujer","México"
"786","Artist","Fanel Reyes",,,,"Mujer","missing data"
"787","Artist","Federico de la Vega",,,,"Hombre","México"
"788","Artist","Federico Franco",,,,"Hombre","missing data"
"789","Artist","Federico Jordan",,,,"Hombre","México"
"790","Artist","Felipe Oviedo",,,,"Hombre","México"
"791","Artist","Félix Hernández",,,,"Hombre","México"
"792","Artist","Félix Rojas",,,,"Hombre","México"
"793","Artist","Fernanda Arias",,,,"Mujer","México"
"794","Artist","Fernando Andreacci",,,,"Hombre","México"
"795","Artist","Fernando Cruz",,,,"Hombre","México"
"796","Artist","Fernando Garrido",,,,"Hombre","México"
"797","Artist","Fernando Guevara",,,,"Hombre","México"
"798","Artist","Fernando Jiménez Luevano",,,,"Hombre","México"
"799","Artist","Fernando Leal Audirac",,,,"Hombre","México"
"800","Artist","Fernando Mantilla",,,,"Hombre","México"
"801","Artist","Fernando Sarvide",,,,"Hombre","México"
"802","Artist","Fernando Tamés",,,,"Hombre","missing data"
"803","Artist","Fernando Ugalde",,,,"Hombre","México"
"804","Artist","Fil Calixto",,,,"Hombre","missing data"
"805","Artist","Flor Minor",,,,"Mujer","México"
"806","Artist","Flor Pandal",,,,"Mujer","missing data"
"807","Artist","Floria González",,,,"Mujer","México"
"808","Artist","Francis Alÿs",,,,"Hombre","Bélgica"
"809","Artist","Francisco Castro Leñero",,,,"Hombre","México"
"810","Artist","Francisco Esnayra",,,,"Hombre","México"
"811","Artist","Francisco González",,,,"Hombre","México"
"812","Artist","Francisco Javier Santiago Regalado",,,,"Hombre","México"
"813","Artist","Francisco Miranda",,,,"Hombre","missing data"
"814","Artist","Francisco Morales",,,,"Hombre","México"
"815","Artist","Francisco Toledo",,,,"Hombre","México"
"816","Artist","Francisco Ugarte",,,,"Hombre","México"
"817","Artist","Francys Alÿs",,,,"Mujer","missing data"
"818","Artist","Frank Hursch",,,,"Hombre","México"
"819","Artist","Fresvinda Villa",,,,"Mujer","México"
"820","Artist","Fruta galáctica",,,,"Mujer","México"
"821","Artist","Fusca",,,,"Mujer","México"
"822","Artist","Gabriel Astaroth",,,,"Hombre","México"
"823","Artist","Gabriel Kuri",,,,"Hombre","missing data"
"824","Artist","Gabriel Orozco",,,,"Hombre","México"
"825","Artist","Gabriel Rivera",,,,"Hombre","México"
"826","Artist","Gabriela Cortés",,,,"Mujer","México"
"827","Artist","Gabriela Gutiérrez",,,,"Mujer","México"
"828","Artist","Gabriela Martínez",,,,"Mujer","México"
"829","Artist","Gabriela Muñoz",,,,"Mujer","México"
"830","Artist","Gabriela Sodi Miranda",,,,"Mujer","México"
"831","Artist","Gastón Amadeus Lafourcade",,,,"Hombre","México"
"832","Artist","Gerardo Esquivel",,,,"Hombre","México"
"833","Artist","Gerardo Monsiváis",,,,"Hombre","México"
"834","Artist","Gerardo Muñoz",,,,"Hombre","missing data"
"835","Artist","Gerardo Ruiz",,,,"Hombre","missing data"
"836","Artist","Gerardo Soria",,,,"Hombre","México"
"837","Artist","Gerardo Suzán",,,,"Hombre","México"
"838","Artist","German Valles",,,,"Hombre","missing data"
"839","Artist","Gervasio Ferreira",,,,"Hombre","México"
"840","Artist","Gilberto Aceves Navarro",,,,"Hombre","México"
"841","Artist","Gilberto Bravo",,,,"Hombre","México"
"842","Artist","Gilberto Esparza",,,,"Mujer","missing data"
"843","Artist","Gilberto Méndes Salinas",,,,"Hombre","missing data"
"844","Artist","Gilda Castillo",,,,"Mujer","México"
"845","Artist","Giovani Aguilar",,,,"Hombre","México"
"846","Artist","Gleo",,,,"Mujer","Colombia"
"847","Artist","Goal Maya",,,,"Hombre","México"
"848","Artist","Gonzalo García",,,,"Hombre","México"
"849","Artist","Gonzalo Lebrija",,,,"Hombre","missing data"
"850","Artist","Goretti Padilla",,,,"Mujer","México"
"851","Artist","Graciela Iturbide",,,,"Mujer","México"
"853","Artist","Guadalupe Carrillo Villegas",,,,"Mujer","México"
"854","Artist","Guadalupe Pacheco Castro",,,,"Mujer","México"
"855","Artist","Guadalupe Vélez",,,,"Mujer","México"
"856","Artist","Guadalupe Zamudio",,,,"Mujer","México"
"857","Artist","Güero güero",,,,"Hombre","México"
"858","Artist","Guillermina García",,,,"Mujer","México"
"859","Artist","Guillermina Romero",,,,"Mujer","México"
"860","Artist","Guillermo Álvarez Charvel",,,,"Hombre","México"
"861","Artist","Guillermo Guerrero",,,,"Hombre","México"
"862","Artist","Guillermo Landa Pacheco",,,,"Hombre","México"
"863","Artist","Guillermo Ramiz Rangel",,,,"Hombre","missing data"
"864","Artist","Gustavo Villegas",,,,"Hombre","México"
"865","Artist","Haegue Yang",,,,"Hombre","Corea del Sur"
"866","Artist","Hartwig Lugo Rohde",,,,"Hombre","missing data"
"867","Artist","Hazel",,,,"Hombre","México"
"868","Artist","Héctor de Anda",,,,"Hombre","missing data"
"869","Artist","Hector Javier Ramírez",,,,"Hombre","missing data"
"870","Artist","Héctor Zamora",,,,"Hombre","missing data"
"871","Artist","Heczar Gómez",,,,"Hombre","México"
"872","Artist","Hernán Jaime Valencia Sandoval",,,,"Hombre","México"
"873","Artist","Hersalea Cantoral",,,,"Mujer","missing data"
"874","Artist","Hilda Ofelia Serrano Juárez",,,,"Mujer","México"
"875","Artist","Hilda Palafox",,,,"Mujer","México"
"876","Artist","Hilo Rojo",,,,"Hombre","missing data"
"877","Artist","Honorio Robledo",,,,"Hombre","México"
"878","Artist","Horacio Warpola",,,,"Hombre","México"
"879","Artist","Hortensia Aguilera",,,,"Mujer","México"
"880","Artist","Hugo Crosthwaite",,,,"Hombre","missing data"
"881","Artist","Hugo Jácome",,,,"Hombre","missing data"
"882","Artist","Hugo Vázquez Tello",,,,"Hombre","México"
"883","Artist","Humberto Valdez",,,,"Hombre","México"
"884","Artist","Ignacio Chávez",,,,"Hombre","México"
"885","Artist","Ignacio Jerónimo García",,,,"Hombre","México"
"886","Artist","Ignacio Salinas",,,,"Hombre","México"
"887","Artist","Irene Gutiérrez",,,,"Mujer","México"
"888","Artist","Irma Medrano",,,,"Mujer","México"
"889","Artist","Irma Palacios",,,,"Mujer","México"
"890","Artist","Irving Herrera",,,,"Hombre","México"
"891","Artist","Isabel Vera",,,,"Mujer","México"
"892","Artist","Israel Herrerías",,,,"Hombre","México"
"893","Artist","Israel Salinas",,,,"Hombre","México"
"894","Artist","Iter Intergalactic",,,,"Mujer","México"
"895","Artist","Itzamna Reyes",,,,"Mujer","México"
"896","Artist","Ivan Caravarin",,,,"Hombre","México"
"897","Artist","Iván Medrano",,,,"Hombre","México"
"898","Artist","Iván Puig",,,,"Hombre","México"
"899","Artist","Jacobo Vega",,,,"Hombre","México"
"900","Artist","Jacobo Zanella",,,,"Hombre","México"
"901","Artist","Jacqueline Lozano",,,,"Mujer","México"
"902","Artist","Jacqueline Sánchez",,,,"Mujer","México"
"903","Artist","Janite Silvestre",,,,"Mujer","México"
"904","Artist","Jaqueline Lozano",,,,"Mujer","missing data"
"905","Artist","Jason de Haan",,,,"Hombre","Canadá"
"906","Artist","Javier Aceves",,,,"Hombre","missing data"
"907","Artist","Javier Delgado",,,,"Hombre","México"
"908","Artist","Javier Marín",,,,"Hombre","missing data"
"909","Artist","Javier Pelaez",,,,"Hombre","missing data"
"910","Artist","Javier Sánchez",,,,"Hombre","México"
"911","Artist","Jazzamoart",,,,"Mujer","México"
"912","Artist","Jeannette Betancourt",,,,"Mujer","Estados Unidos"
"913","Artist","Jeantz Jeantz",,,,"Hombre","México"
"914","Artist","Jeff Gibbons",,,,"Hombre","missing data"
"915","Artist","Jeff Koons",,,,"Hombre","missing data"
"916","Artist","Jens Haaning",,,,"Hombre","missing data"
"917","Artist","Jesica Ibargüengoitia",,,,"Mujer","México"
"918","Artist","Jesse Morgan Barnett",,,,"Hombre","missing data"
"919","Artist","Jessica Carbajal",,,,"Mujer","missing data"
"920","Artist","Jesús Águila Herrera",,,,"Hombre","México"
"921","Artist","Jesús Benítez",,,,"Hombre","México"
"922","Artist","Jesús Jiménez",,,,"Hombre","missing data"
"923","Artist","Jhon McCracken",,,,"Hombre","Estados Unidos"
"924","Artist","Jim Shaw",,,,"Hombre","Estados Unidos"
"925","Artist","Jimena Ramos",,,,"Mujer","missing data"
"926","Artist","Joaquín Ferreira",,,,"Hombre","México"
"927","Artist","Joaquín Flores",,,,"Hombre","México"
"928","Artist","Joe Black",,,,"Hombre","missing data"
"929","Artist","Joel Estrada",,,,"Hombre","México"
"930","Artist","Joel Merino",,,,"Hombre","México"
"931","Artist","Joel Santamaría",,,,"Hombre","México"
"932","Artist","Jonas Bentzer",,,,"Hombre","missing data"
"933","Artist","Jonás Lerin Ridone",,,,"Hombre","missing data"
"934","Artist","Jonatán Olvera",,,,"Hombre","México"
"935","Artist","Jonathan Casado",,,,"Hombre","missing data"
"936","Artist","Jonathan Horowitz",,,,"Hombre","Estados Unidos"
"937","Artist","Jonky",,,,"Hombre","México"
"938","Artist","Jordi Boldó",,,,"Hombre","México"
"939","Artist","Jorge Macchi",,,,"Hombre","Argentina"
"940","Artist","Jorge Martínez Marin",,,,"Hombre","México"
"941","Artist","Jorge Oseguera",,,,"Hombre","México"
"942","Artist","Jorge Rodríguez",,,,"Hombre","México"
"943","Artist","Jorge Usán",,,,"Hombre","missing data"
"944","Artist","Jorge Villanueva",,,,"Hombre","México"
"945","Artist","Josafat Miranda",,,,"Hombre","México"
"946","Artist","José Antonio Farreraa",,,,"Hombre","missing data"
"947","Artist","José Castiella",,,,"Hombre","missing data"
"948","Artist","José Castro Leñero",,,,"Hombre","México"
"949","Artist","José Daniel Manzano Águila",,,,"Hombre","México"
"950","Artist","José Dávilaa",,,,"Hombre","missing data"
"951","Artist","José Garibay",,,,"Hombre","México"
"952","Artist","Jose Luis Cuevas",,,,"Hombre","México"
"953","Artist","José Luis Ramírez",,,,"Hombre","missing data"
"954","Artist","José Luis Silva",,,,"Hombre","México"
"955","Artist","José Luis Vázquez",,,,"Hombre","México"
"956","Artist","José Maniel Navarro Dueñas MEME",,,,"Hombre","México"
"957","Artist","José Manuel Herández",,,,"Hombre","México"
"958","Artist","José Montes de Oca",,,,"Hombre","México"
"959","Artist","José Pedraza",,,,"Hombre","México"
"960","Artist","José Silverio Herrera",,,,"Hombre","México"
"961","Artist","Josh Licea",,,,"Hombre","missing data"
"962","Artist","Joy Venegas",,,,"Mujer","México"
"963","Artist","Juan Alatriste",,,,"Hombre","México"
"964","Artist","Juan Carlos Loba",,,,"Hombre","México"
"965","Artist","Juan Carlos Morales",,,,"Hombre","México"
"966","Artist","Juan Córdova",,,,"Hombre","missing data"
